name,category,address,neighborhood,gu,latitude,longitude,rating,signature_menu,hours,phone,img,naver_url
강동 밀알베이커리,베이커리,서울특별시 강동구 고덕로 287,고덕동,강동구,37.55741,127.15621,4.2,"크루아상, 바게트, 식빵",09:00-20:00,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%20%EB%B0%80%EC%95%8C%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EA%B0%95%EB%8F%99%EA%B5%AC
목동 스위트홀릭,베이커리,서울특별시 양천구 목동서로 159,목동,양천구,37.52641,126.86781,4.3,"케이크, 마카롱, 타르트",11:00-21:00,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EB%AA%A9%EB%8F%99%20%EC%8A%A4%EC%9C%84%ED%8A%B8%ED%99%80%EB%A6%AD%20%EC%96%91%EC%B2%9C%EA%B5%AC
신정동 브레드앤코,베이커리,서울특별시 양천구 신월로 386,신정동,양천구,37.52431,126.86271,4.2,"식빵, 크루아상, 소금빵",09:00-20:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EC%8B%A0%EC%A0%95%EB%8F%99%20%EB%B8%8C%EB%A0%88%EB%93%9C%EC%95%A4%EC%BD%94%20%EC%96%91%EC%B2%9C%EA%B5%AC
마곡 베이크하우스,베이커리,서울특별시 강서구 마곡중앙6로 8,마곡동,강서구,37.55931,126.83351,4.3,"크루아상, 소금빵, 케이크",08:00-21:00,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%EB%A7%88%EA%B3%A1%20%EB%B2%A0%EC%9D%B4%ED%81%AC%ED%95%98%EC%9A%B0%EC%8A%A4%20%EA%B0%95%EC%84%9C%EA%B5%AC
화곡동 파리바게트,베이커리,서울특별시 강서구 화곡로 399,화곡동,강서구,37.54651,126.84851,4.0,"케이크, 크루아상, 식빵",07:00-22:00,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%ED%99%94%EA%B3%A1%EB%8F%99%20%ED%8C%8C%EB%A6%AC%EB%B0%94%EA%B2%8C%ED%8A%B8%20%EA%B0%95%EC%84%9C%EA%B5%AC
신림동 브레드팩토리,베이커리,서울특별시 관악구 신림로 426,신림동,관악구,37.48441,126.92791,4.2,"크루아상, 소금빵, 단팥빵",08:00-21:00,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%EC%8B%A0%EB%A6%BC%EB%8F%99%20%EB%B8%8C%EB%A0%88%EB%93%9C%ED%8C%A9%ED%86%A0%EB%A6%AC%20%EA%B4%80%EC%95%85%EA%B5%AC
봉천동 카페스위트,카페/베이커리,서울특별시 관악구 남부순환로 1811,봉천동,관악구,37.47891,126.95781,4.2,"케이크, 라떼, 스콘",10:00-21:00,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%EB%B4%89%EC%B2%9C%EB%8F%99%20%EC%B9%B4%ED%8E%98%EC%8A%A4%EC%9C%84%ED%8A%B8%20%EA%B4%80%EC%95%85%EA%B5%AC
청량리 빵집 홍인,베이커리,서울특별시 동대문구 왕산로 45,청량리동,동대문구,37.58011,127.04581,4.2,"단팥빵, 크림빵, 식빵",08:00-21:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EC%B2%AD%EB%9F%89%EB%A6%AC%20%EB%B9%B5%EC%A7%91%20%ED%99%8D%EC%9D%B8%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
회기동 카페 지구별,카페,서울특별시 동대문구 회기로 55,회기동,동대문구,37.59221,127.05921,4.3,"드립커피, 케이크",11:00-21:00,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%ED%9A%8C%EA%B8%B0%EB%8F%99%20%EC%B9%B4%ED%8E%98%20%EC%A7%80%EA%B5%AC%EB%B3%84%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
면목동 브레드앤버터,베이커리,서울특별시 중랑구 면목로 423,면목동,중랑구,37.58491,127.08771,4.1,"식빵, 소금빵, 크루아상",09:00-21:00,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EB%A9%B4%EB%AA%A9%EB%8F%99%20%EB%B8%8C%EB%A0%88%EB%93%9C%EC%95%A4%EB%B2%84%ED%84%B0%20%EC%A4%91%EB%9E%91%EA%B5%AC
옥수동 앤틱커피,카페,서울특별시 성동구 독서당로 114,옥수동,성동구,37.54451,127.01931,4.3,"드립커피, 구움과자",11:00-21:00,,https://images.unsplash.com/photo-1442512595331-e89e73853f31?w=400&q=80,https://map.naver.com/v5/search/%EC%98%A5%EC%88%98%EB%8F%99%20%EC%95%A4%ED%8B%B1%EC%BB%A4%ED%94%BC%20%EC%84%B1%EB%8F%99%EA%B5%AC
행당동 카페브레드,카페/베이커리,서울특별시 성동구 왕십리로 203,행당동,성동구,37.55411,127.03681,4.2,"크루아상, 아메리카노",09:00-21:00,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%ED%96%89%EB%8B%B9%EB%8F%99%20%EC%B9%B4%ED%8E%98%EB%B8%8C%EB%A0%88%EB%93%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC
건대 브레드오브라이프,베이커리,서울특별시 광진구 능동로 90,화양동,광진구,37.54071,127.07081,4.3,"천연발효빵, 바게트",09:00-20:00,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EA%B1%B4%EB%8C%80%20%EB%B8%8C%EB%A0%88%EB%93%9C%EC%98%A4%EB%B8%8C%EB%9D%BC%EC%9D%B4%ED%94%84%20%EA%B4%91%EC%A7%84%EA%B5%AC
군자역 카페선인장,카페,서울특별시 광진구 군자로 27,군자동,광진구,37.54891,127.07191,4.2,"아메리카노, 케이크",10:00-22:00,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%EA%B5%B0%EC%9E%90%EC%97%AD%20%EC%B9%B4%ED%8E%98%EC%84%A0%EC%9D%B8%EC%9E%A5%20%EA%B4%91%EC%A7%84%EA%B5%AC
문정동 브레드샤핀,베이커리,서울특별시 송파구 문정로 77,문정동,송파구,37.48871,127.12541,4.3,"크루아상, 소금빵",09:00-21:00,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%EB%AC%B8%EC%A0%95%EB%8F%99%20%EB%B8%8C%EB%A0%88%EB%93%9C%EC%83%A4%ED%95%80%20%EC%86%A1%ED%8C%8C%EA%B5%AC
가락동 카페인사이드,카페,서울특별시 송파구 가락로 210,가락동,송파구,37.49171,127.11421,4.2,"아메리카노, 케이크, 라떼",10:00-21:00,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%EA%B0%80%EB%9D%BD%EB%8F%99%20%EC%B9%B4%ED%8E%98%EC%9D%B8%EC%82%AC%EC%9D%B4%EB%93%9C%20%EC%86%A1%ED%8C%8C%EA%B5%AC
석촌호수 카페루프탑,카페,서울특별시 송파구 석촌호수로 135,잠실동,송파구,37.50861,127.10031,4.4,"아메리카노, 케이크, 라떼",10:00-22:00,,https://images.unsplash.com/photo-1515823662972-da6a2e4d3002?w=400&q=80,https://map.naver.com/v5/search/%EC%84%9D%EC%B4%8C%ED%98%B8%EC%88%98%20%EC%B9%B4%ED%8E%98%EB%A3%A8%ED%94%84%ED%83%91%20%EC%86%A1%ED%8C%8C%EA%B5%AC
신촌 카페 오더,카페,서울특별시 서대문구 연세로 48,창천동,서대문구,37.55671,126.93781,4.2,"아메리카노, 케이크, 라떼",09:00-22:00,,https://images.unsplash.com/photo-1442512595331-e89e73853f31?w=400&q=80,https://map.naver.com/v5/search/%EC%8B%A0%EC%B4%8C%20%EC%B9%B4%ED%8E%98%20%EC%98%A4%EB%8D%94%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
홍은동 브레드팜,베이커리,서울특별시 서대문구 통일로 431,홍은동,서대문구,37.58211,126.94301,4.2,"크루아상, 소금빵, 식빵",09:00-20:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%ED%99%8D%EC%9D%80%EB%8F%99%20%EB%B8%8C%EB%A0%88%EB%93%9C%ED%8C%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
연희동 카페모모스,카페,서울특별시 서대문구 연희로 123,연희동,서대문구,37.57081,126.93491,4.4,"드립커피, 케이크, 스콘",11:00-21:00,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%EC%97%B0%ED%9D%AC%EB%8F%99%20%EC%B9%B4%ED%8E%98%EB%AA%A8%EB%AA%A8%EC%8A%A4%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
상도동 브레드클레이,베이커리,서울특별시 동작구 상도로 369,상도동,동작구,37.49871,126.94781,4.2,"크루아상, 소금빵, 케이크",09:00-20:00,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EC%83%81%EB%8F%84%EB%8F%99%20%EB%B8%8C%EB%A0%88%EB%93%9C%ED%81%B4%EB%A0%88%EC%9D%B4%20%EB%8F%99%EC%9E%91%EA%B5%AC
노량진 카페블루,카페,서울특별시 동작구 노량진로 72,노량진동,동작구,37.51141,126.94231,4.1,"아메리카노, 케이크",10:00-22:00,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%EB%85%B8%EB%9F%89%EC%A7%84%20%EC%B9%B4%ED%8E%98%EB%B8%94%EB%A3%A8%20%EB%8F%99%EC%9E%91%EA%B5%AC
선유도 카페 자연,카페,서울특별시 영등포구 선유로 343,당산동,영등포구,37.53711,126.89421,4.4,"아메리카노, 케이크, 스콘",10:00-21:00,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%EC%84%A0%EC%9C%A0%EB%8F%84%20%EC%B9%B4%ED%8E%98%20%EC%9E%90%EC%97%B0%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
당산동 브레드박스,베이커리,서울특별시 영등포구 당산로 171,당산동,영등포구,37.53341,126.90101,4.2,"크루아상, 소금빵, 단팥빵",09:00-21:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EB%8B%B9%EC%82%B0%EB%8F%99%20%EB%B8%8C%EB%A0%88%EB%93%9C%EB%B0%95%EC%8A%A4%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
수유동 미래당,베이커리,서울특별시 강북구 수유동 588,수유동,강북구,37.64031,127.02511,4.3,"단팥빵, 크림빵, 식빵",08:00-20:00,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EC%88%98%EC%9C%A0%EB%8F%99%20%EB%AF%B8%EB%9E%98%EB%8B%B9%20%EA%B0%95%EB%B6%81%EA%B5%AC
방학동 카페봄봄,카페,서울특별시 도봉구 방학로 143,방학동,도봉구,37.67121,127.04521,4.2,"아메리카노, 케이크, 라떼",10:00-21:00,,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=400&q=80,https://map.naver.com/v5/search/%EB%B0%A9%ED%95%99%EB%8F%99%20%EC%B9%B4%ED%8E%98%EB%B4%84%EB%B4%84%20%EB%8F%84%EB%B4%89%EA%B5%AC
런던베이글뮤지엄 역삼점,베이커리,서울특별시 강남구 역삼동 71-16,역삼동,강남구,37.52055,127.0359,4.2,"베이글, 크림치즈베이글, 에브리씽베이글",09:00-21:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EB%9F%B0%EB%8D%98%EB%B2%A0%EC%9D%B4%EA%B8%80%EB%AE%A4%EC%A7%80%EC%97%84%20%EC%97%AD%EC%82%BC%EC%A0%90%20%EA%B0%95%EB%82%A8%EA%B5%AC
노티드 도넛 방배점,베이커리,서울특별시 서초구 방배동 190-35,방배동,서초구,37.47495,127.02316,4.1,"크림도넛, 레몬도넛, 초코도넛",09:00-22:00,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%EB%85%B8%ED%8B%B0%EB%93%9C%20%EB%8F%84%EB%84%9B%20%EB%B0%A9%EB%B0%B0%EC%A0%90%20%EC%84%9C%EC%B4%88%EA%B5%AC
자연도소금빵 가락점,베이커리,서울특별시 송파구 가락동 24-14,가락동,송파구,37.51667,127.09466,4.2,"소금빵, 버터크림빵, 크루아상",08:00-20:00,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EC%9E%90%EC%97%B0%EB%8F%84%EC%86%8C%EA%B8%88%EB%B9%B5%20%EA%B0%80%EB%9D%BD%EC%A0%90%20%EC%86%A1%ED%8C%8C%EA%B5%AC
밀도 길동점,베이커리,서울특별시 강동구 길동 51-46,길동,강동구,37.53023,127.11244,4.6,"식빵, 크루아상, 소금버터롤",08:00-20:00,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%EB%B0%80%EB%8F%84%20%EA%B8%B8%EB%8F%99%EC%A0%90%20%EA%B0%95%EB%8F%99%EA%B5%AC
블루보틀커피 상수점,카페,서울특별시 마포구 상수동 115-38,상수동,마포구,37.55913,126.90627,4.3,"뉴올리언스, 콜드브루, 라떼",08:00-21:00,,https://images.unsplash.com/photo-1515823662972-da6a2e4d3002?w=400&q=80,https://map.naver.com/v5/search/%EB%B8%94%EB%A3%A8%EB%B3%B4%ED%8B%80%EC%BB%A4%ED%94%BC%20%EC%83%81%EC%88%98%EC%A0%90%20%EB%A7%88%ED%8F%AC%EA%B5%AC
어니언 용문점,카페/베이커리,서울특별시 용산구 용문동 41-45,용문동,용산구,37.53983,126.97856,4.4,"팡도르, 소금빵, 반찬빵",10:00-21:00,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%EC%96%B4%EB%8B%88%EC%96%B8%20%EC%9A%A9%EB%AC%B8%EC%A0%90%20%EC%9A%A9%EC%82%B0%EA%B5%AC
프릳츠 성수점,카페/베이커리,서울특별시 성동구 성수동 196-22,성수동,성동구,37.55947,127.02843,4.1,"핸드드립커피, 크루아상, 식빵",07:00-21:00,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%ED%94%84%EB%A6%B3%EC%B8%A0%20%EC%84%B1%EC%88%98%EC%A0%90%20%EC%84%B1%EB%8F%99%EA%B5%AC
폴바셋 중곡점,카페,서울특별시 광진구 중곡동 89-39,중곡동,광진구,37.52873,127.07252,4.3,"라떼, 소프트아이스크림, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%ED%8F%B4%EB%B0%94%EC%85%8B%20%EC%A4%91%EA%B3%A1%EC%A0%90%20%EA%B4%91%EC%A7%84%EA%B5%AC
투썸플레이스 전농점,카페,서울특별시 동대문구 전농동 138-8,전농동,동대문구,37.58177,127.04511,4.4,"딸기생크림케이크, 라떼, 스콘",08:00-23:00,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%ED%88%AC%EC%8D%B8%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4%20%EC%A0%84%EB%86%8D%EC%A0%90%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
카페 레이어드 상봉점,카페/베이커리,서울특별시 중랑구 상봉동 161-40,상봉동,중랑구,37.59619,127.08754,4.3,"스콘, 케이크, 얼그레이라떼",11:00-22:00,,https://images.unsplash.com/photo-1622253692010-333f2da6031d?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%A0%88%EC%9D%B4%EC%96%B4%EB%93%9C%20%EC%83%81%EB%B4%89%EC%A0%90%20%EC%A4%91%EB%9E%91%EA%B5%AC
테라로사 성북점,카페,서울특별시 성북구 성북동 12-43,성북동,성북구,37.59126,127.02161,4.2,"스페셜티커피, 스콘, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%ED%85%8C%EB%9D%BC%EB%A1%9C%EC%82%AC%20%EC%84%B1%EB%B6%81%EC%A0%90%20%EC%84%B1%EB%B6%81%EA%B5%AC
앤트러사이트 우이점,카페,서울특별시 강북구 우이동 60-7,우이동,강북구,37.64615,127.03735,4.4,"스페셜티커피, 구움과자",10:00-22:00,,https://images.unsplash.com/photo-1515823662972-da6a2e4d3002?w=400&q=80,https://map.naver.com/v5/search/%EC%95%A4%ED%8A%B8%EB%9F%AC%EC%82%AC%EC%9D%B4%ED%8A%B8%20%EC%9A%B0%EC%9D%B4%EC%A0%90%20%EA%B0%95%EB%B6%81%EA%B5%AC
오월의종 쌍문점,베이커리,서울특별시 도봉구 쌍문동 94-11,쌍문동,도봉구,37.66347,127.05036,4.3,"천연발효빵, 바게트, 소금빵",09:00-20:00,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%EC%98%A4%EC%9B%94%EC%9D%98%EC%A2%85%20%EC%8C%8D%EB%AC%B8%EC%A0%90%20%EB%8F%84%EB%B4%89%EA%B5%AC
트리플베이글 월계점,베이커리,서울특별시 노원구 월계동 180-44,월계동,노원구,37.65083,127.06088,4.6,"플레인베이글, 에브리씽베이글, 크림치즈",09:00-21:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%ED%8A%B8%EB%A6%AC%ED%94%8C%EB%B2%A0%EC%9D%B4%EA%B8%80%20%EC%9B%94%EA%B3%84%EC%A0%90%20%EB%85%B8%EC%9B%90%EA%B5%AC
빈브라더스 대조점,카페,서울특별시 은평구 대조동 137-47,대조동,은평구,37.60731,126.92594,4.2,"시그니처커피, 스콘, 케이크",10:00-22:00,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%EB%B9%88%EB%B8%8C%EB%9D%BC%EB%8D%94%EC%8A%A4%20%EB%8C%80%EC%A1%B0%EC%A0%90%20%EC%9D%80%ED%8F%89%EA%B5%AC
르빵 연희점,베이커리,서울특별시 서대문구 연희동 164-45,연희동,서대문구,37.57102,126.93391,4.5,"밤식빵, 소금빵, 크루아상",09:00-21:00,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%EB%B9%B5%20%EC%97%B0%ED%9D%AC%EC%A0%90%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
파리바게트 가회점,베이커리,서울특별시 종로구 가회동 197-50,가회동,종로구,37.56627,126.97518,4.1,"케이크, 크루아상, 식빵",07:00-22:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%EB%A6%AC%EB%B0%94%EA%B2%8C%ED%8A%B8%20%EA%B0%80%ED%9A%8C%EC%A0%90%20%EC%A2%85%EB%A1%9C%EA%B5%AC
뚜레쥬르 필동점,베이커리,서울특별시 중구 필동 81-26,필동,중구,37.557,126.98617,4.3,"케이크, 단팥빵, 소금빵",08:00-22:00,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%EB%9A%9C%EB%A0%88%EC%A5%AC%EB%A5%B4%20%ED%95%84%EB%8F%99%EC%A0%90%20%EC%A4%91%EA%B5%AC
아티장베이커스 당산점,베이커리,서울특별시 영등포구 당산동 146-46,당산동,영등포구,37.51559,126.90622,4.3,"천연발효빵, 바게트, 치아바타",09:00-21:00,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EC%95%84%ED%8B%B0%EC%9E%A5%EB%B2%A0%EC%9D%B4%EC%BB%A4%EC%8A%A4%20%EB%8B%B9%EC%82%B0%EC%A0%90%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
커피몽타주 흑석점,카페,서울특별시 동작구 흑석동 165-30,흑석동,동작구,37.5055,126.93928,4.2,"핸드드립커피, 에스프레소",11:00-21:00,,https://images.unsplash.com/photo-1442512595331-e89e73853f31?w=400&q=80,https://map.naver.com/v5/search/%EC%BB%A4%ED%94%BC%EB%AA%BD%ED%83%80%EC%A3%BC%20%ED%9D%91%EC%84%9D%EC%A0%90%20%EB%8F%99%EC%9E%91%EA%B5%AC
런던베이글뮤지엄 남현점,베이커리,서울특별시 관악구 남현동 144-35,남현동,관악구,37.47246,126.94532,4.3,"베이글, 크림치즈베이글, 에브리씽베이글",09:00-21:00,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%EB%9F%B0%EB%8D%98%EB%B2%A0%EC%9D%B4%EA%B8%80%EB%AE%A4%EC%A7%80%EC%97%84%20%EB%82%A8%ED%98%84%EC%A0%90%20%EA%B4%80%EC%95%85%EA%B5%AC
노티드 도넛 발산점,베이커리,서울특별시 강서구 발산동 150-26,발산동,강서구,37.55683,126.84778,4.3,"크림도넛, 레몬도넛, 초코도넛",09:00-22:00,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EB%85%B8%ED%8B%B0%EB%93%9C%20%EB%8F%84%EB%84%9B%20%EB%B0%9C%EC%82%B0%EC%A0%90%20%EA%B0%95%EC%84%9C%EA%B5%AC
자연도소금빵 신정점,베이커리,서울특별시 양천구 신정동 131-32,신정동,양천구,37.51026,126.87854,4.1,"소금빵, 버터크림빵, 크루아상",08:00-20:00,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EC%9E%90%EC%97%B0%EB%8F%84%EC%86%8C%EA%B8%88%EB%B9%B5%20%EC%8B%A0%EC%A0%95%EC%A0%90%20%EC%96%91%EC%B2%9C%EA%B5%AC
밀도 개포점,베이커리,서울특별시 강남구 개포동 40-41,개포동,강남구,37.52334,127.05597,4.2,"식빵, 크루아상, 소금버터롤",08:00-20:00,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EB%B0%80%EB%8F%84%20%EA%B0%9C%ED%8F%AC%EC%A0%90%20%EA%B0%95%EB%82%A8%EA%B5%AC
블루보틀커피 양재점,카페,서울특별시 서초구 양재동 17-25,양재동,서초구,37.49061,127.03083,4.4,"뉴올리언스, 콜드브루, 라떼",08:00-21:00,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%EB%B8%94%EB%A3%A8%EB%B3%B4%ED%8B%80%EC%BB%A4%ED%94%BC%20%EC%96%91%EC%9E%AC%EC%A0%90%20%EC%84%9C%EC%B4%88%EA%B5%AC
어니언 방이점,카페/베이커리,서울특별시 송파구 방이동 65-36,방이동,송파구,37.5168,127.10513,4.1,"팡도르, 소금빵, 반찬빵",10:00-21:00,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%EC%96%B4%EB%8B%88%EC%96%B8%20%EB%B0%A9%EC%9D%B4%EC%A0%90%20%EC%86%A1%ED%8C%8C%EA%B5%AC
프릳츠 암사점,카페/베이커리,서울특별시 강동구 암사동 138-49,암사동,강동구,37.53443,127.11455,4.3,"핸드드립커피, 크루아상, 식빵",07:00-21:00,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%ED%94%84%EB%A6%B3%EC%B8%A0%20%EC%95%94%EC%82%AC%EC%A0%90%20%EA%B0%95%EB%8F%99%EA%B5%AC
폴바셋 서교점,카페,서울특별시 마포구 서교동 76-28,서교동,마포구,37.56075,126.90436,4.2,"라떼, 소프트아이스크림, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=400&q=80,https://map.naver.com/v5/search/%ED%8F%B4%EB%B0%94%EC%85%8B%20%EC%84%9C%EA%B5%90%EC%A0%90%20%EB%A7%88%ED%8F%AC%EA%B5%AC
투썸플레이스 원효점,카페,서울특별시 용산구 원효로동 185-17,원효로동,용산구,37.53129,127.00129,4.5,"딸기생크림케이크, 라떼, 스콘",08:00-23:00,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%ED%88%AC%EC%8D%B8%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4%20%EC%9B%90%ED%9A%A8%EC%A0%90%20%EC%9A%A9%EC%82%B0%EA%B5%AC
카페 레이어드 응봉점,카페/베이커리,서울특별시 성동구 응봉동 28-41,응봉동,성동구,37.56959,127.03688,4.3,"스콘, 케이크, 얼그레이라떼",11:00-22:00,,https://images.unsplash.com/photo-1622253692010-333f2da6031d?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%A0%88%EC%9D%B4%EC%96%B4%EB%93%9C%20%EC%9D%91%EB%B4%89%EC%A0%90%20%EC%84%B1%EB%8F%99%EA%B5%AC
테라로사 화양점,카페,서울특별시 광진구 화양동 51-10,화양동,광진구,37.5467,127.08238,4.3,"스페셜티커피, 스콘, 케이크",08:00-22:00,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%ED%85%8C%EB%9D%BC%EB%A1%9C%EC%82%AC%20%ED%99%94%EC%96%91%EC%A0%90%20%EA%B4%91%EC%A7%84%EA%B5%AC
앤트러사이트 회기점,카페,서울특별시 동대문구 회기동 200-34,회기동,동대문구,37.5807,127.04055,4.1,"스페셜티커피, 구움과자",10:00-22:00,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%EC%95%A4%ED%8A%B8%EB%9F%AC%EC%82%AC%EC%9D%B4%ED%8A%B8%20%ED%9A%8C%EA%B8%B0%EC%A0%90%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
오월의종 면목점,베이커리,서울특별시 중랑구 면목동 29-24,면목동,중랑구,37.60867,127.09223,4.3,"천연발효빵, 바게트, 소금빵",09:00-20:00,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EC%98%A4%EC%9B%94%EC%9D%98%EC%A2%85%20%EB%A9%B4%EB%AA%A9%EC%A0%90%20%EC%A4%91%EB%9E%91%EA%B5%AC
트리플베이글 동선점,베이커리,서울특별시 성북구 동선동 146-6,동선동,성북구,37.58315,127.01048,4.1,"플레인베이글, 에브리씽베이글, 크림치즈",09:00-21:00,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%ED%8A%B8%EB%A6%AC%ED%94%8C%EB%B2%A0%EC%9D%B4%EA%B8%80%20%EB%8F%99%EC%84%A0%EC%A0%90%20%EC%84%B1%EB%B6%81%EA%B5%AC
