name,category,address,neighborhood,gu,latitude,longitude,rating,signature_menu,hours,phone,instagram,img,naver_url
잠실 블랙업커피,카페,서울특별시 송파구 가락동 91-12,가락동,송파구,37.5093,127.1015,4.2,"콜드브루, 초코무스, 타르트",09:00-21:00,02-105-2682,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%EC%9E%A0%EC%8B%A4%20%EB%B8%94%EB%9E%99%EC%97%85%EC%BB%A4%ED%94%BC%20%EC%86%A1%ED%8C%8C%EA%B5%AC
롯데월드몰 카페,카페,서울특별시 송파구 석촌동 188-42,석촌동,송파구,37.5114,127.1002,4.4,"아메리카노, 라떼, 케이크",09:00-21:00,02-653-3627,,https://images.unsplash.com/photo-1442512595331-e89e73853f31?w=400&q=80,https://map.naver.com/v5/search/%EB%A1%AF%EB%8D%B0%EC%9B%94%EB%93%9C%EB%AA%B0%20%EC%B9%B4%ED%8E%98%20%EC%86%A1%ED%8C%8C%EA%B5%AC
가락동 타르틴,베이커리,서울특별시 송파구 석촌동 102-8,석촌동,송파구,37.4928,127.1154,4.2,"크루아상, 소금빵, 바게트",11:00-22:00,02-872-6426,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EA%B0%80%EB%9D%BD%EB%8F%99%20%ED%83%80%EB%A5%B4%ED%8B%B4%20%EC%86%A1%ED%8C%8C%EA%B5%AC
올림픽공원 카페,카페,서울특별시 송파구 석촌동 198-21,석촌동,송파구,37.5191,127.1239,4.8,"콜드브루, 초코무스, 타르트",10:00-22:00,02-825-6839,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%EC%98%AC%EB%A6%BC%ED%94%BD%EA%B3%B5%EC%9B%90%20%EC%B9%B4%ED%8E%98%20%EC%86%A1%ED%8C%8C%EA%B5%AC
건대 밀크티 카페,카페,서울특별시 광진구 중곡동 115-36,중곡동,광진구,37.5414,127.07,4.6,"핸드드립커피, 스콘, 마들렌",09:00-20:00,02-390-4287,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%EA%B1%B4%EB%8C%80%20%EB%B0%80%ED%81%AC%ED%8B%B0%20%EC%B9%B4%ED%8E%98%20%EA%B4%91%EC%A7%84%EA%B5%AC
구의동 베이커리,베이커리,서울특별시 광진구 건대입구 178-6,건대입구,광진구,37.5408,127.0921,4.5,"마카롱, 케이크, 피낭시에",11:00-22:00,02-230-1799,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EA%B4%91%EC%A7%84%EA%B5%AC
어린이대공원역 카페,카페,서울특별시 광진구 건대입구 146-45,건대입구,광진구,37.5514,127.0811,4.8,"아메리카노, 라떼, 케이크",11:00-21:00,02-378-8089,,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=400&q=80,https://map.naver.com/v5/search/%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%8C%80%EA%B3%B5%EC%9B%90%EC%97%AD%20%EC%B9%B4%ED%8E%98%20%EA%B4%91%EC%A7%84%EA%B5%AC
불광동 브레드앤코,베이커리,서울특별시 은평구 연신내 198-12,연신내,은평구,37.6101,126.9286,4.3,"식빵, 단팥빵, 크림빵",10:00-20:00,02-779-9773,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EB%B6%88%EA%B4%91%EB%8F%99%20%EB%B8%8C%EB%A0%88%EB%93%9C%EC%95%A4%EC%BD%94%20%EC%9D%80%ED%8F%89%EA%B5%AC
연신내 달콤베이크,베이커리,서울특별시 은평구 연신내 36-16,연신내,은평구,37.6187,126.9196,4.7,"천연발효빵, 치아바타, 포카차",11:00-21:00,02-500-3621,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EC%97%B0%EC%8B%A0%EB%82%B4%20%EB%8B%AC%EC%BD%A4%EB%B2%A0%EC%9D%B4%ED%81%AC%20%EC%9D%80%ED%8F%89%EA%B5%AC
정릉동 빵집,베이커리,서울특별시 성북구 정릉동 47-50,정릉동,성북구,37.6073,127.0096,4.3,"마카롱, 케이크, 피낭시에",08:00-20:00,02-680-4467,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EC%A0%95%EB%A6%89%EB%8F%99%20%EB%B9%B5%EC%A7%91%20%EC%84%B1%EB%B6%81%EA%B5%AC
길음뉴타운 카페,카페,서울특별시 성북구 길음동 35-14,길음동,성북구,37.6094,126.9884,4.1,"콜드브루, 초코무스, 타르트",08:00-20:00,02-413-5271,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%EA%B8%B8%EC%9D%8C%EB%89%B4%ED%83%80%EC%9A%B4%20%EC%B9%B4%ED%8E%98%20%EC%84%B1%EB%B6%81%EA%B5%AC
청량리역 빵집,베이커리,서울특별시 동대문구 이문동 66-10,이문동,동대문구,37.5807,127.0451,4.5,"식빵, 단팥빵, 크림빵",09:00-20:00,02-124-3822,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EC%B2%AD%EB%9F%89%EB%A6%AC%EC%97%AD%20%EB%B9%B5%EC%A7%91%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
이문동 카페베이커리,카페/베이커리,서울특별시 동대문구 이문동 42-22,이문동,동대문구,37.5891,127.0624,4.5,"크루아상, 라떼, 케이크",10:00-21:00,02-661-7580,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%EC%9D%B4%EB%AC%B8%EB%8F%99%20%EC%B9%B4%ED%8E%98%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
신림동 빵집,베이커리,서울특별시 관악구 봉천동 37-13,봉천동,관악구,37.483,126.9258,4.5,"크루아상, 소금빵, 바게트",11:00-22:00,02-425-8338,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EC%8B%A0%EB%A6%BC%EB%8F%99%20%EB%B9%B5%EC%A7%91%20%EA%B4%80%EC%95%85%EA%B5%AC
사당동 카페봄,카페,서울특별시 동작구 이수동 104-32,이수동,동작구,37.4742,126.9818,4.1,"라떼, 와플, 생크림케이크",09:00-21:00,02-220-9766,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%B9%B4%ED%8E%98%EB%B4%84%20%EB%8F%99%EC%9E%91%EA%B5%AC
이수역 브레드마켓,베이커리,서울특별시 동작구 사당동 23-20,사당동,동작구,37.4826,126.9808,4.4,"타르트, 에클레어, 마들렌",07:00-21:00,02-905-9834,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EC%9D%B4%EC%88%98%EC%97%AD%20%EB%B8%8C%EB%A0%88%EB%93%9C%EB%A7%88%EC%BC%93%20%EB%8F%99%EC%9E%91%EA%B5%AC
여의도 파리크라상,베이커리,서울특별시 영등포구 선유도 86-21,선유도,영등포구,37.5264,126.9242,4.5,"천연발효빵, 치아바타, 포카차",09:00-20:00,02-114-9590,,https://images.unsplash.com/photo-1619096252214-ef06c45683e3?w=400&q=80,https://map.naver.com/v5/search/%EC%97%AC%EC%9D%98%EB%8F%84%20%ED%8C%8C%EB%A6%AC%ED%81%AC%EB%9D%BC%EC%83%81%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
영등포 이랜드 카페,카페,서울특별시 영등포구 영등포동 104-39,영등포동,영등포구,37.5186,126.9069,4.6,"콜드브루, 초코무스, 타르트",11:00-22:00,02-244-6741,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%EC%98%81%EB%93%B1%ED%8F%AC%20%EC%9D%B4%EB%9E%9C%EB%93%9C%20%EC%B9%B4%ED%8E%98%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
선유도공원 카페,카페,서울특별시 영등포구 선유도 67-38,선유도,영등포구,37.5367,126.8969,4.3,"콜드브루, 초코무스, 타르트",10:00-22:00,02-780-1466,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%EC%84%A0%EC%9C%A0%EB%8F%84%EA%B3%B5%EC%9B%90%20%EC%B9%B4%ED%8E%98%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
베이커리 여름,베이커리,서울특별시 양천구 목동 53-70,목동,양천구,37.5146,126.8647,4.1,"식빵, 단팥빵, 크림빵",09:00-21:00,02-323-4811,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%97%AC%EB%A6%84%20%EC%96%91%EC%B2%9C%EA%B5%AC
카페드 골목길,디저트,서울특별시 강남구 압구정동 215-29,압구정동,강남구,37.4985,127.0213,4.1,"과일타르트, 젤라또, 크레이프",10:00-21:00,02-814-7924,,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EA%B3%A8%EB%AA%A9%EA%B8%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC
아침 베이커리,카페/베이커리,서울특별시 중구 장충동 48-49,장충동,중구,37.5489,126.9964,4.5,"아메리카노, 라떼, 케이크",08:00-21:00,02-847-8527,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%EC%95%84%EC%B9%A8%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%A4%91%EA%B5%AC
카페드 햇살,베이커리/디저트,서울특별시 은평구 불광동 186-74,불광동,은평구,37.6058,126.9101,4.4,"마카롱, 케이크, 피낭시에",11:00-21:00,02-181-4814,,https://images.unsplash.com/photo-1519915028121-7d3463d20b13?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%ED%96%87%EC%82%B4%20%EC%9D%80%ED%8F%89%EA%B5%AC
베이커리 향기,디저트,서울특별시 양천구 신정동 84-48,신정동,양천구,37.5227,126.8721,4.2,"팬케이크, 와플, 크레이프",11:00-22:00,02-750-3803,,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%ED%96%A5%EA%B8%B0%20%EC%96%91%EC%B2%9C%EA%B5%AC
카페드 오후,카페/디저트,서울특별시 서대문구 홍은동 286-29,홍은동,서대문구,37.5635,126.9473,4.1,"스페셜티커피, 티라미수, 마카롱",10:00-22:00,02-941-1525,,https://images.unsplash.com/photo-1486427944299-d1955d23e34d?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EC%98%A4%ED%9B%84%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
감성 베이커리,베이커리,서울특별시 양천구 목동 162-28,목동,양천구,37.5317,126.8639,4.8,"천연발효빵, 치아바타, 포카차",10:00-21:00,02-371-3287,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EA%B0%90%EC%84%B1%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%96%91%EC%B2%9C%EA%B5%AC
마당 빵집,디저트,서울특별시 영등포구 영등포동 220-75,영등포동,영등포구,37.52,126.9056,4.3,"과일타르트, 젤라또, 크레이프",07:00-21:00,02-605-2489,,https://images.unsplash.com/photo-1565958011703-44f9829ba187?w=400&q=80,https://map.naver.com/v5/search/%EB%A7%88%EB%8B%B9%20%EB%B9%B5%EC%A7%91%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
카페 햇살,베이커리,서울특별시 중구 을지로 33-50,을지로,중구,37.5574,127.0009,4.5,"타르트, 에클레어, 마들렌",07:00-21:00,02-981-1188,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%ED%96%87%EC%82%B4%20%EC%A4%91%EA%B5%AC
베이커리 정원,카페/베이커리,서울특별시 양천구 신월동 151-56,신월동,양천구,37.5167,126.8521,4.5,"아메리카노, 라떼, 케이크",07:00-21:00,02-880-3927,,https://images.unsplash.com/photo-1558303648-4b711e5f8e72?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%A0%95%EC%9B%90%20%EC%96%91%EC%B2%9C%EA%B5%AC
카페드 바람,베이커리,서울특별시 노원구 상계동 83-70,상계동,노원구,37.6476,127.0777,4.1,"마카롱, 케이크, 피낭시에",11:00-22:00,02-431-9005,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EB%B0%94%EB%9E%8C%20%EB%85%B8%EC%9B%90%EA%B5%AC
카페 햇살 7호점,카페,서울특별시 노원구 상계동 291-11,상계동,노원구,37.6216,127.0646,4.2,"핸드드립커피, 스콘, 마들렌",07:00-21:00,02-884-3060,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%ED%96%87%EC%82%B4%207%ED%98%B8%EC%A0%90%20%EB%85%B8%EC%9B%90%EA%B5%AC
서울 카페,카페/베이커리,서울특별시 영등포구 여의도동 217-28,여의도동,영등포구,37.5359,126.9217,4.4,"콜드브루, 초코무스, 타르트",11:00-21:00,02-508-7118,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%EC%84%9C%EC%9A%B8%20%EC%B9%B4%ED%8E%98%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
르 언덕,베이커리,서울특별시 동대문구 청량리 33-44,청량리,동대문구,37.5666,127.0536,4.4,"식빵, 단팥빵, 크림빵",08:00-21:00,02-172-1964,,https://images.unsplash.com/photo-1517433367423-c7e5b0f35086?w=400&q=80,https://map.naver.com/v5/search/%EB%A5%B4%20%EC%96%B8%EB%8D%95%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
하늘 빵집,카페,서울특별시 마포구 공덕동 122-36,공덕동,마포구,37.5631,126.9154,4.3,"콜드브루, 초코무스, 타르트",11:00-22:00,02-690-8744,,https://images.unsplash.com/photo-1515823662972-da6a2e4d3002?w=400&q=80,https://map.naver.com/v5/search/%ED%95%98%EB%8A%98%20%EB%B9%B5%EC%A7%91%20%EB%A7%88%ED%8F%AC%EA%B5%AC
서울 빵집,카페,서울특별시 성북구 성북동 221-46,성북동,성북구,37.6067,126.993,4.1,"아메리카노, 라떼, 케이크",09:00-21:00,02-162-7596,,https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?w=400&q=80,https://map.naver.com/v5/search/%EC%84%9C%EC%9A%B8%20%EB%B9%B5%EC%A7%91%20%EC%84%B1%EB%B6%81%EA%B5%AC
바람 베이커리,베이커리,서울특별시 강서구 발산동 230-18,발산동,강서구,37.5527,126.8294,4.4,"천연발효빵, 치아바타, 포카차",09:00-21:00,02-553-2604,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EB%B0%94%EB%9E%8C%20%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EA%B0%95%EC%84%9C%EA%B5%AC
카페 정원,베이커리,서울특별시 강남구 청담동 209-63,청담동,강남구,37.4994,127.0389,4.1,"식빵, 단팥빵, 크림빵",10:00-21:00,02-488-1035,,https://images.unsplash.com/photo-1549931319-a545dcf3bc7c?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EC%A0%95%EC%9B%90%20%EA%B0%95%EB%82%A8%EA%B5%AC
저녁 케이크,카페/디저트,서울특별시 동대문구 이문동 250-20,이문동,동대문구,37.5717,127.0435,4.1,"콜드브루, 초코무스, 타르트",11:00-22:00,02-853-9883,,https://images.unsplash.com/photo-1524351199678-941a58a3df50?w=400&q=80,https://map.naver.com/v5/search/%EC%A0%80%EB%85%81%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC
카페 미소,베이커리/디저트,서울특별시 마포구 연남동 258-68,연남동,마포구,37.5477,126.9378,4.2,"타르트, 에클레어, 마들렌",10:00-21:00,02-170-2113,,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%AF%B8%EC%86%8C%20%EB%A7%88%ED%8F%AC%EA%B5%AC
감성 빵집,베이커리/디저트,서울특별시 종로구 가회동 21-80,가회동,종로구,37.5645,126.9887,4.6,"천연발효빵, 치아바타, 포카차",11:00-21:00,02-309-6147,,https://images.unsplash.com/photo-1559620192-032c4bc4674e?w=400&q=80,https://map.naver.com/v5/search/%EA%B0%90%EC%84%B1%20%EB%B9%B5%EC%A7%91%20%EC%A2%85%EB%A1%9C%EA%B5%AC
저녁 빵집,디저트,서울특별시 은평구 불광동 235-41,불광동,은평구,37.6279,126.9361,4.1,"팬케이크, 와플, 크레이프",10:00-20:00,02-736-2638,,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&q=80,https://map.naver.com/v5/search/%EC%A0%80%EB%85%81%20%EB%B9%B5%EC%A7%91%20%EC%9D%80%ED%8F%89%EA%B5%AC
베이커리 정원 5호점,베이커리,서울특별시 동작구 이수동 36-32,이수동,동작구,37.4751,126.9717,4.5,"마카롱, 케이크, 피낭시에",11:00-22:00,02-926-9666,,https://images.unsplash.com/photo-1555507036-ab1f4038808a?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EC%A0%95%EC%9B%90%205%ED%98%B8%EC%A0%90%20%EB%8F%99%EC%9E%91%EA%B5%AC
카페 마당,베이커리,서울특별시 노원구 공릉동 60-14,공릉동,노원구,37.6413,127.0547,4.5,"마카롱, 케이크, 피낭시에",11:00-22:00,02-315-6617,,https://images.unsplash.com/photo-1509440159596-0249088772ff?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%20%EB%A7%88%EB%8B%B9%20%EB%85%B8%EC%9B%90%EA%B5%AC
저녁 빵집 9호점,카페,서울특별시 양천구 목동 142-6,목동,양천구,37.5121,126.8751,4.5,"라떼, 와플, 생크림케이크",10:00-21:00,02-859-8239,,https://images.unsplash.com/photo-1442512595331-e89e73853f31?w=400&q=80,https://map.naver.com/v5/search/%EC%A0%80%EB%85%81%20%EB%B9%B5%EC%A7%91%209%ED%98%B8%EC%A0%90%20%EC%96%91%EC%B2%9C%EA%B5%AC
카페드 사랑,카페,서울특별시 영등포구 여의도동 77-70,여의도동,영등포구,37.5091,126.9101,4.3,"아메리카노, 라떼, 케이크",08:00-20:00,02-230-1685,,https://images.unsplash.com/photo-1511920170033-f8396924c348?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EC%82%AC%EB%9E%91%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
파티스리 따뜻,베이커리,서울특별시 마포구 공덕동 53-46,공덕동,마포구,37.5664,126.9355,4.7,"식빵, 단팥빵, 크림빵",11:00-22:00,02-867-3532,,https://images.unsplash.com/photo-1608198093002-ad4e005484ec?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EB%94%B0%EB%9C%BB%20%EB%A7%88%ED%8F%AC%EA%B5%AC
꽃향기 빵집,카페,서울특별시 서대문구 홍은동 171-53,홍은동,서대문구,37.5671,126.9479,4.4,"핸드드립커피, 스콘, 마들렌",11:00-21:00,02-263-2771,,https://images.unsplash.com/photo-1568649929103-28ffbefaca1e?w=400&q=80,https://map.naver.com/v5/search/%EA%BD%83%ED%96%A5%EA%B8%B0%20%EB%B9%B5%EC%A7%91%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
가을빛 케이크,베이커리,서울특별시 관악구 신림동 180-40,신림동,관악구,37.4936,126.9391,4.4,"타르트, 에클레어, 마들렌",08:00-21:00,02-775-4164,,https://images.unsplash.com/photo-1586444248902-2f64eddc8df5?w=400&q=80,https://map.naver.com/v5/search/%EA%B0%80%EC%9D%84%EB%B9%9B%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EA%B4%80%EC%95%85%EA%B5%AC
행복 케이크,카페/베이커리,서울특별시 양천구 목동 261-52,목동,양천구,37.5324,126.8773,4.6,"스페셜티커피, 티라미수, 마카롱",08:00-21:00,02-218-5279,,https://images.unsplash.com/photo-1558303648-4b711e5f8e72?w=400&q=80,https://map.naver.com/v5/search/%ED%96%89%EB%B3%B5%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EC%96%91%EC%B2%9C%EA%B5%AC
테라스 카페,카페,서울특별시 양천구 목동 223-45,목동,양천구,37.5339,126.8614,4.2,"콜드브루, 초코무스, 타르트",08:00-20:00,02-690-4114,,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=400&q=80,https://map.naver.com/v5/search/%ED%85%8C%EB%9D%BC%EC%8A%A4%20%EC%B9%B4%ED%8E%98%20%EC%96%91%EC%B2%9C%EA%B5%AC
파티스리 가을빛,베이커리/디저트,서울특별시 성북구 성북동 101-47,성북동,성북구,37.6069,127.0075,4.6,"천연발효빵, 치아바타, 포카차",11:00-22:00,02-421-3041,,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EA%B0%80%EC%9D%84%EB%B9%9B%20%EC%84%B1%EB%B6%81%EA%B5%AC
파티스리 골목,카페/베이커리,서울특별시 노원구 월계동 152-71,월계동,노원구,37.6228,127.0626,4.7,"라떼, 와플, 생크림케이크",10:00-21:00,02-730-5930,,https://images.unsplash.com/photo-1627308595171-d1b5d67129c4?w=400&q=80,https://map.naver.com/v5/search/%ED%8C%8C%ED%8B%B0%EC%8A%A4%EB%A6%AC%20%EA%B3%A8%EB%AA%A9%20%EB%85%B8%EC%9B%90%EA%B5%AC
마당 케이크,카페/베이커리,서울특별시 강남구 삼성동 221-75,삼성동,강남구,37.5032,127.0227,4.8,"핸드드립커피, 스콘, 마들렌",10:00-20:00,02-791-4501,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%EB%A7%88%EB%8B%B9%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EA%B0%95%EB%82%A8%EA%B5%AC
카페드 서울,카페/베이커리,서울특별시 서대문구 연희동 172-12,연희동,서대문구,37.5676,126.9445,4.5,"콜드브루, 초코무스, 타르트",10:00-22:00,02-925-4262,,https://images.unsplash.com/photo-1558303648-4b711e5f8e72?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EC%84%9C%EC%9A%B8%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC
여름 카페,카페/디저트,서울특별시 마포구 서교동 38-59,서교동,마포구,37.5554,126.9279,4.4,"콜드브루, 초코무스, 타르트",08:00-20:00,02-606-7547,,https://images.unsplash.com/photo-1486427944299-d1955d23e34d?w=400&q=80,https://map.naver.com/v5/search/%EC%97%AC%EB%A6%84%20%EC%B9%B4%ED%8E%98%20%EB%A7%88%ED%8F%AC%EA%B5%AC
별빛 빵집,카페/디저트,서울특별시 강남구 청담동 91-67,청담동,강남구,37.4989,127.0297,4.2,"핸드드립커피, 스콘, 마들렌",10:00-20:00,02-236-8612,,https://images.unsplash.com/photo-1488477181946-6428a0291777?w=400&q=80,https://map.naver.com/v5/search/%EB%B3%84%EB%B9%9B%20%EB%B9%B5%EC%A7%91%20%EA%B0%95%EB%82%A8%EA%B5%AC
카페드 마당,카페/디저트,서울특별시 도봉구 방학동 259-55,방학동,도봉구,37.6779,127.0444,4.3,"콜드브루, 초코무스, 타르트",10:00-20:00,02-560-5246,,https://images.unsplash.com/photo-1464349095431-e9a21285b5f3?w=400&q=80,https://map.naver.com/v5/search/%EC%B9%B4%ED%8E%98%EB%93%9C%20%EB%A7%88%EB%8B%B9%20%EB%8F%84%EB%B4%89%EA%B5%AC
아침 빵집,디저트,서울특별시 동작구 이수동 141-57,이수동,동작구,37.4663,126.9756,4.5,"화과자, 전통한과, 약과",09:00-20:00,02-427-9849,,https://images.unsplash.com/photo-1519915028121-7d3463d20b13?w=400&q=80,https://map.naver.com/v5/search/%EC%95%84%EC%B9%A8%20%EB%B9%B5%EC%A7%91%20%EB%8F%99%EC%9E%91%EA%B5%AC
베이커리 달빛,카페/디저트,서울특별시 중구 장충동 110-9,장충동,중구,37.5584,126.9809,4.8,"핸드드립커피, 스콘, 마들렌",08:00-20:00,02-163-4388,,https://images.unsplash.com/photo-1567620905732-2d1ec7ab7445?w=400&q=80,https://map.naver.com/v5/search/%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%20%EB%8B%AC%EB%B9%9B%20%EC%A4%91%EA%B5%AC
향기 케이크,카페,서울특별시 강동구 둔촌동 195-62,둔촌동,강동구,37.5192,127.1306,4.7,"콜드브루, 초코무스, 타르트",08:00-20:00,02-651-9947,,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=400&q=80,https://map.naver.com/v5/search/%ED%96%A5%EA%B8%B0%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EA%B0%95%EB%8F%99%EA%B5%AC
새벽 브레드,카페/베이커리,서울특별시 관악구 신림동 249-4,신림동,관악구,37.4807,126.9331,4.7,"라떼, 와플, 생크림케이크",10:00-21:00,02-960-8657,,https://images.unsplash.com/photo-1571877227200-a0d98ea607e9?w=400&q=80,https://map.naver.com/v5/search/%EC%83%88%EB%B2%BD%20%EB%B8%8C%EB%A0%88%EB%93%9C%20%EA%B4%80%EC%95%85%EA%B5%AC
작은 카페,카페/디저트,서울특별시 영등포구 여의도동 289-4,여의도동,영등포구,37.5105,126.9119,4.8,"콜드브루, 초코무스, 타르트",10:00-21:00,02-151-5262,,https://images.unsplash.com/photo-1464349095431-e9a21285b5f3?w=400&q=80,https://map.naver.com/v5/search/%EC%9E%91%EC%9D%80%20%EC%B9%B4%ED%8E%98%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC
미소 케이크,카페/베이커리,서울특별시 성동구 금호동 195-36,금호동,성동구,37.5526,127.054,4.5,"스페셜티커피, 티라미수, 마카롱",09:00-21:00,02-581-1317,,https://images.unsplash.com/photo-1571115177098-24ec42ed204d?w=400&q=80,https://map.naver.com/v5/search/%EB%AF%B8%EC%86%8C%20%EC%BC%80%EC%9D%B4%ED%81%AC%20%EC%84%B1%EB%8F%99%EA%B5%AC
